epoch,loss
0.016666666666666666,3463.806396484375
0.03333333333333333,3380.297119140625
0.05,3495.194091796875
0.06666666666666667,3507.072021484375
0.08333333333333333,3443.557861328125
0.1,3585.856689453125
0.11666666666666667,3598.290771484375
0.13333333333333333,3817.6689453125
0.15,3840.43310546875
0.16666666666666666,3684.219970703125
0.18333333333333332,3532.69921875
0.2,3808.26025390625
0.21666666666666667,3711.249755859375
0.23333333333333334,3514.72314453125
0.25,3696.425537109375
0.26666666666666666,3687.344482421875
0.2833333333333333,3421.2861328125
0.3,3774.777099609375
0.31666666666666665,3618.002685546875
0.3333333333333333,3457.79931640625
0.35,3395.455810546875
0.36666666666666664,3591.69677734375
0.38333333333333336,3325.432861328125
0.4,3797.89306640625
0.4166666666666667,3498.53759765625
0.43333333333333335,3737.181396484375
0.45,3563.91650390625
0.4666666666666667,3577.166748046875
0.48333333333333334,3693.08544921875
0.5,3467.48046875
0.5166666666666667,3583.8251953125
0.5333333333333333,3480.916259765625
0.55,3291.02978515625
0.5666666666666667,3527.817138671875
0.5833333333333334,3804.712158203125
0.6,3320.1181640625
0.6166666666666667,3504.226318359375
0.6333333333333333,3504.931396484375
0.65,3606.07763671875
0.6666666666666666,3576.304931640625
0.6833333333333333,3347.372314453125
0.7,3302.262939453125
0.7166666666666667,3436.481201171875
0.7333333333333333,3318.2275390625
0.75,3462.345703125
0.7666666666666667,3339.954345703125
0.7833333333333333,3410.754150390625
0.8,3239.523193359375
0.8166666666666667,3231.769287109375
0.8333333333333334,3430.6259765625
0.85,3601.674072265625
0.8666666666666667,3640.112060546875
0.8833333333333333,3223.360107421875
0.9,3492.418701171875
0.9166666666666666,3352.020751953125
0.9333333333333333,3435.939208984375
0.95,3615.7802734375
0.9666666666666667,3280.09716796875
0.9833333333333333,3734.06787109375
1.0,3723.141845703125
1.0166666666666666,3305.269287109375
1.0333333333333334,3216.875
1.05,3320.630859375
1.0666666666666667,3333.9794921875
1.0833333333333333,3279.60400390625
1.1,3403.541259765625
1.1166666666666667,3425.518798828125
1.1333333333333333,3635.89013671875
